interaction_id,mission_id,profile_id,group_id,mission_domain,mission_complexity_level,mission_duration_days,time_to_deadline_days,is_remote,mission_budget_min,mission_budget_max,profile_experience_level,profile_expected_rate,n_previous_missions_total,n_previous_missions_same_domain,profile_acceptance_rate,profile_completion_rate,profile_avg_response_time_min,profile_rating_mean,same_country,same_region,language_match_score,profile_remote_ok,budget_fit_ratio,skill_overlap_jaccard,embedding_similarity,good_match_label
1490,62,1780,62,sante,1,62,15,1,651,1201,0,1387,33,21,0.9486041173865439,1.0,1321,4.2172291824046075,0,0,0.0,0,0.8658976207642394,0.33231259853386763,0.4543311723775383,0
1491,34,717,34,marketing,1,29,11,1,265,3234,2,1026,0,0,0.5076247488886996,0.40592258011062743,80,3.6360404251371943,0,1,0.0,1,3.152046783625731,0.782032715203259,0.7198027340291512,1
1492,151,219,151,environnement,2,34,11,0,1440,1844,1,678,22,7,0.05944197328430956,0.19044227019115323,737,4.1668085092444445,0,0,1.0,1,2.71976401179941,0.48523877069483173,0.3988932497262549,1
1493,193,863,193,marketing,3,16,40,0,1358,1983,2,1480,29,19,0.30000980404080135,0.4722709661639024,1011,3.9499716026169134,1,1,1.0,0,1.3398648648648648,0.2786515944277589,0.3840091939943302,1
1494,223,1199,223,sante,3,87,39,0,1562,3826,1,1654,20,4,0.16557200194586053,0.34064260708759486,966,2.413357208248545,1,1,1.0,1,2.313180169286578,0.4202392736007686,0.46566064522033573,1
1495,241,1551,241,education,3,46,26,0,457,1170,1,402,44,32,0.133624137002897,0.14945477058365175,126,3.763418379044643,0,1,0.0,0,2.91044776119403,0.523600324009555,0.5824736347656035,1
1496,432,565,432,sante,3,17,29,1,1551,1822,2,500,36,11,0.62897575639127,0.8885517819941983,1215,3.6482245811079714,0,1,0.5,1,3.644,0.17984945461939286,0.11373108461553143,0
1497,6,1857,6,environnement,2,83,14,0,773,3442,1,76,11,5,0.22301453952677386,0.2067580129336517,419,2.878659081172405,0,1,0.5,1,45.28947368421053,0.37325490754996654,0.4370605618039415,1
1498,449,74,449,marketing,3,67,0,1,1230,4141,2,1845,5,1,0.8001603193989524,0.7530667319235143,718,3.740233529053951,0,1,0.5,1,2.2444444444444445,1.0,0.8905513963065907,1
1499,120,1162,120,education,1,45,60,1,1740,2045,0,1042,13,9,0.7195345389617299,0.6740724736332568,1208,3.4376764176126597,0,0,0.5,1,1.9625719769673704,0.5704395589772056,0.5951637028587584,1
1500,477,875,477,environnement,1,45,56,1,1117,3066,0,608,24,0,0.9956264616038806,0.8325226650452997,1147,3.5508165329714054,0,1,1.0,0,5.042763157894737,0.09783997563476586,0.10901705845372472,1
1501,68,1390,68,data,1,58,36,1,1424,1926,2,322,12,0,0.29212639118814465,0.019414483647923864,519,3.4241980856100986,0,1,1.0,1,5.9813664596273295,0.40885213429302963,0.42072001217030847,1
1502,51,568,51,sante,3,46,17,0,1680,3027,2,1864,6,2,0.8314402072509596,0.7223712601293696,182,2.9705673055144532,0,1,1.0,0,1.6239270386266094,0.26113128616367554,0.33925104607255285,0
1503,61,1864,61,environnement,2,70,17,1,534,785,0,581,28,20,0.8052961448903022,0.63922100522832,926,3.8641545122752072,0,1,1.0,0,1.351118760757315,0.17131385796190177,0.0692934960215841,1
1504,149,3,149,sante,3,63,59,1,1979,4975,0,517,4,0,0.2026950310833242,0.14194485792377348,789,4.817455812551011,0,0,1.0,1,9.622823984526113,0.09463770489139169,0.1623303182236585,1
1505,471,1632,471,sante,1,81,50,1,485,1943,1,963,16,12,0.514029445599541,0.6569307833585829,9,3.5768123774642744,0,1,1.0,1,2.0176531671858773,0.35122838074172713,0.3532934757053305,0
1506,232,986,232,environnement,2,67,55,0,465,3051,0,993,38,22,0.22163800357270336,0.09739894423357977,98,3.791211641268633,0,0,1.0,0,3.0725075528700905,0.800452694601362,0.7212975125813647,1
1507,83,1032,83,education,1,87,31,0,589,1248,2,731,26,19,0.2631736044838443,0.17604170722034096,212,2.857141534169944,1,1,0.0,1,1.707250341997264,0.4007662125224511,0.2685843595980657,1
1508,321,623,321,agriculture,1,11,19,0,215,637,2,1938,28,4,0.9076641883223868,0.6984488292758866,545,3.309921693046094,0,0,1.0,1,0.3286893704850361,0.16859809352515825,0.3574656550479396,0
1509,255,784,255,marketing,2,59,38,0,511,672,2,1484,0,0,0.24980209930624997,0.4133782634296145,248,2.352710649301245,0,0,1.0,0,0.4528301886792453,0.000354910902841149,0.0,0
1510,352,869,352,education,3,36,15,1,1880,2065,2,1110,44,14,0.6950105263868747,1.0,588,2.5945089101297136,0,1,0.0,0,1.8603603603603605,0.4603366700163154,0.42483991372212476,1
1511,371,623,371,data,2,80,2,0,1974,2159,2,1938,28,4,0.9076641883223868,0.6984488292758866,545,3.309921693046094,0,0,0.0,1,1.1140350877192982,0.09679630797481051,0.0,0
1512,394,24,394,marketing,3,67,43,0,417,1060,0,1076,49,16,0.9964349905642236,1.0,553,4.444595187796368,0,0,0.5,1,0.9851301115241635,0.15150201606106647,0.26036742987327793,0
1513,76,801,76,data,2,15,19,0,1508,3581,1,173,47,6,0.10179878563058609,0.20934885083792595,628,3.2515504191898574,0,1,0.5,1,20.69942196531792,0.14121252407412205,0.24232097470643865,1
1514,248,804,248,data,1,42,23,0,223,3178,2,937,12,2,0.06135278734082439,0.0,825,3.300630175716334,0,0,0.0,0,3.391675560298826,0.20534460957897965,0.28719462743242063,0
1515,316,1444,316,marketing,3,27,6,0,1701,1962,2,1347,44,10,0.05059541802235612,0.017721382055693576,434,2.935784917630791,0,1,1.0,0,1.4565701559020046,0.8912051526933107,0.8851018377850548,0
1516,279,941,279,education,1,1,18,0,1986,4942,2,1970,17,1,0.6596727064118622,0.6219844619178101,830,2.666759901185915,0,1,0.5,0,2.5086294416243655,0.4874713217982698,0.5625971157707778,1
1517,487,1100,487,data,2,15,50,0,713,1677,0,893,0,0,0.43256951657086384,0.3499233284430415,1253,2.4628597897486246,0,1,0.0,0,1.877939529675252,0.390131983485745,0.30774977124708836,0
1518,481,933,481,agriculture,2,14,40,1,1608,2988,2,936,34,3,0.7249800182441882,0.5540603847718664,920,2.8199896782956704,0,1,0.0,0,3.1923076923076925,0.08759897805511391,0.10936043575366013,0
1519,406,849,406,marketing,3,14,14,1,736,3036,0,1222,7,4,0.799287118661663,0.8105674801368721,835,4.064425698220203,0,0,0.0,1,2.4844517184942716,0.1102056300128919,0.104773252002786,0
1520,121,1434,121,data,2,2,16,1,1266,4254,1,1180,27,9,0.8477155540953429,0.7374852780713655,280,3.0965308210187814,0,0,0.5,1,3.6050847457627118,0.5082375895498097,0.5349422964504268,1
1521,265,1352,265,environnement,2,22,35,0,1076,2343,1,1612,26,10,0.41837868969596215,0.347589424327199,165,3.049414685755861,0,1,0.5,1,1.4534739454094292,0.7499132748902128,0.5685972097984557,1
1522,402,1983,402,sante,1,22,32,1,1839,4697,2,1777,41,32,0.4512703299049414,0.24448068138574752,94,1.2198426501333977,0,0,1.0,0,2.6432189082723694,0.13120986731172393,0.3181787006694494,0
1523,135,994,135,sante,1,56,25,0,1435,4319,1,715,16,4,0.1808111950599689,0.14788765529872028,129,2.9460142838262184,0,1,0.0,1,6.0405594405594405,0.602142072584155,0.7639951861178615,1
1524,356,56,356,environnement,3,45,51,0,910,3058,1,694,12,5,0.17301540948626204,0.04611224024240784,836,5.0,0,1,0.5,0,4.406340057636887,1.0,0.8849966615071544,0
1525,125,1171,125,environnement,2,76,33,1,910,3415,1,1313,49,6,0.07182520457199104,0.3589802961305542,858,4.472454257359369,0,0,1.0,0,2.6009139375476007,1.0,1.0,1
1526,71,793,71,sante,3,61,4,0,874,3282,2,966,23,6,0.5230760124885764,0.6023240609804079,331,4.039287245524453,0,0,0.0,0,3.3975155279503104,0.20856848953084575,0.059870558479951874,0
1527,120,192,120,education,1,45,60,1,1740,2045,1,356,13,8,0.1188165758920744,0.0,1317,4.073923539930309,0,0,0.0,1,5.74438202247191,0.6043889095781456,0.6127752971610069,0
1528,464,1714,464,data,1,5,49,1,149,1314,1,497,10,6,0.35135624595514103,0.26410153683970156,608,3.9642453408784943,0,1,0.0,1,2.643863179074447,0.4713452027477908,0.2517724909853476,0
1529,498,1266,498,data,2,71,60,1,978,3522,2,204,45,25,0.13666630474832364,0.14547437858500367,570,3.9356765221924754,1,1,0.5,0,17.264705882352942,0.05961912737872693,0.03040268690842117,0
1530,428,1252,428,sante,1,82,7,0,1772,2275,1,580,2,0,0.7805044837503944,0.7649951744743214,1039,4.336606613298175,0,1,0.5,1,3.9224137931034484,0.27628076138302293,0.2275048676694244,1
1531,136,1273,136,agriculture,3,6,32,1,80,1524,0,962,35,25,0.958407014177961,1.0,154,3.5691890185417545,0,0,0.0,1,1.5841995841995842,0.5040885701923313,0.619762742196018,1
1532,390,1968,390,education,1,82,27,1,1372,3854,1,1923,49,24,0.29584463078087786,0.3331860829199767,17,3.739798896192947,1,1,0.5,0,2.004160166406656,0.14656926943879567,0.31341699333626527,1
1533,110,1377,110,sante,3,5,7,0,510,2550,0,1455,33,26,0.8981561921817023,0.9789917833489323,623,3.3145727622677033,0,0,0.0,1,1.7525773195876289,0.22780121829169486,0.3969000019064578,0
1534,64,1427,64,environnement,1,64,56,1,298,2697,2,1212,13,1,0.8347854319240385,0.9963584434888759,1305,3.150156608804397,1,1,0.5,1,2.2252475247524752,0.3965137537555798,0.5123396316606642,1
1535,130,1503,130,marketing,2,59,7,0,1593,4090,0,1580,40,20,0.4702365770929937,0.6910019654173236,276,2.3873651963443425,0,1,1.0,1,2.588607594936709,0.4038976524010174,0.41213941599145054,1
1536,70,1449,70,data,2,1,60,0,186,962,1,954,40,7,0.6901551893513637,0.7118950271628696,365,4.025260568196576,0,0,0.0,1,1.0083857442348008,0.2776238261392118,0.31645358189528644,1
1537,321,1409,321,agriculture,1,11,19,0,215,637,1,1121,1,0,0.5128451714565949,0.45809611844878834,90,3.999423932682646,0,1,0.0,1,0.568242640499554,0.2602515657499575,0.29859529318165484,0
1538,342,153,342,agriculture,2,13,5,0,646,2153,2,1446,41,18,0.04408455553747814,0.0,490,5.0,0,1,0.5,0,1.4889349930843707,0.2517055235379106,0.13367368222394926,0
1539,18,805,18,education,1,45,2,1,470,3183,2,1405,8,5,0.5500846473514374,0.6691444968109039,582,3.8676940445485233,1,1,1.0,1,2.2654804270462634,0.2916196231163514,0.4062122219737853,1
1540,54,551,54,data,1,87,37,1,747,2899,0,1585,11,5,0.9247328458999177,0.9395842893052692,473,3.6627101658041785,0,0,1.0,1,1.8290220820189274,0.2079870105125693,0.27699277023422525,1
1541,240,1782,240,marketing,3,4,12,1,125,2631,0,1733,27,11,0.5300650601351811,0.4779154284617797,937,3.3298502847266063,1,1,1.0,1,1.5181765724177727,0.15384867071918631,0.2274989276714588,1
1542,57,1168,57,marketing,3,41,54,1,1614,3742,0,882,40,3,0.8836694064166667,0.7882822732079706,931,4.327037325747677,0,0,0.0,1,4.242630385487528,0.18963082987202662,0.0,0
1543,415,1032,415,education,2,53,20,0,1214,3592,2,731,26,19,0.2631736044838443,0.17604170722034096,212,2.857141534169944,0,1,0.0,1,4.9138166894664845,0.2866603696376201,0.33193526732560613,0
1544,201,1045,201,data,2,80,16,0,1846,2347,2,1490,1,0,0.6109530413315054,0.6100950143057118,214,3.428724447897419,1,1,1.0,0,1.5751677852348993,0.22928452495278062,0.3298486446665001,1
1545,207,1365,207,sante,1,47,59,0,1998,2509,0,608,28,17,0.6275320051870896,0.9133043959944123,238,3.6915444055812197,0,1,0.0,1,4.126644736842105,0.3513228072247912,0.34979848166550465,1
1546,3,1526,3,marketing,3,51,13,0,1863,2828,0,1642,12,5,0.7918587036018022,0.712544988824402,144,2.8505783584955053,0,0,0.5,1,1.7222898903775883,0.3786847197650216,0.32861057725248294,1
1547,351,404,351,marketing,3,6,4,1,360,2574,2,565,17,11,0.5847281548129437,0.6454072760398003,26,3.6429141107266787,0,0,1.0,0,4.555752212389381,0.5976862280767291,0.46144511209951644,0
1548,361,1988,361,environnement,3,8,45,1,1969,3622,1,720,44,28,0.18864753691089065,0.07850918839442225,1284,4.7375523600871094,0,1,0.5,1,5.030555555555556,0.3691016802310124,0.2256867922518078,1
1549,379,1524,379,data,2,46,44,1,1722,2297,2,1765,48,19,0.015687527283303915,0.0,22,4.602525042438764,0,0,1.0,1,1.3014164305949008,0.44077990755095686,0.45621317679669277,1
1550,271,414,271,agriculture,2,34,20,0,371,1672,2,1827,27,6,0.5182508627607912,0.549552641415606,599,2.9269797400187842,0,1,0.0,0,0.9151614668856048,0.0588190737960923,0.035343710175265206,0
1551,135,1212,135,sante,1,56,25,0,1435,4319,0,1651,50,15,0.7738395994112472,0.5792237446953326,482,3.0084868078354425,0,1,1.0,1,2.6159903089036947,0.4562692864885597,0.4313917859175514,1
1552,40,857,40,marketing,1,75,37,0,435,2925,2,1603,15,10,0.6307762729104237,0.692252719650364,1129,4.350911320363443,0,1,0.0,1,1.824703680598877,0.30534209093113096,0.4582344915971619,0
1553,158,754,158,marketing,2,77,53,1,1989,4757,2,1327,4,2,0.17887335004084526,0.182039390873608,577,2.429323246833161,0,1,0.0,0,3.5847776940467218,0.5199348529350408,0.39434334031303275,1
1554,272,1734,272,education,3,10,23,0,853,1878,1,1525,0,0,0.11815963442563682,0.2913955086620417,1179,3.3745259500006717,0,1,0.0,1,1.2314754098360656,0.5825452557455645,0.5479750590411882,0
1555,59,572,59,sante,3,39,60,0,808,1353,0,343,46,34,0.5145099813847384,0.4161026028246783,1195,2.3687780092857817,1,1,0.0,0,3.944606413994169,0.1382193657941299,0.30763028323036024,1
1556,28,1677,28,sante,1,26,8,1,1507,1822,1,802,17,8,0.29643762516324457,0.13656783755763616,1364,3.8859440111002925,1,1,0.0,1,2.2718204488778055,1.0,0.9687907775393462,1
1557,109,1274,109,data,3,85,14,0,1806,3677,1,1981,25,12,0.20377059794242258,0.22551600348859668,1104,2.7296306369545746,0,1,0.0,0,1.856133266027259,0.40298452615408864,0.4096132975941035,1
1558,36,1635,36,education,1,67,1,1,1914,2182,2,1650,17,8,0.4870161449144311,0.22971736094561396,350,3.210761432917083,0,0,0.0,0,1.3224242424242425,1.0,0.9824907140555059,1
1559,8,1491,8,sante,1,46,29,0,878,3322,1,1954,35,11,0.10409074995921108,0.0,669,3.4160106292981856,0,1,0.0,1,1.7001023541453428,0.28341663990838534,0.35399509349515584,1
1560,243,1241,243,education,2,87,27,0,1800,4619,1,1920,27,6,0.7926324729608702,0.89650209100237,574,3.474092565658347,0,1,0.0,1,2.4057291666666667,0.21287614922510667,0.007371980697351621,1
1561,373,381,373,data,1,41,36,0,651,3251,2,300,17,6,0.6818009427417963,0.5653837992122088,855,2.5517935502696005,0,0,0.0,1,10.836666666666666,0.4800204161889878,0.45968494513628544,0
1562,250,1987,250,education,1,89,43,0,820,3543,2,991,17,11,0.10830146476894675,0.42399635456089285,245,3.501205960337298,0,0,1.0,0,3.5751765893037337,0.013183075952111961,0.018627545217880924,1
1563,46,1285,46,environnement,1,14,36,1,1771,3682,2,222,2,0,0.8627444740141443,0.7782447524669384,1245,3.732905475762379,0,1,0.5,1,16.585585585585587,0.32435743692246677,0.22453709016673282,0
1564,170,716,170,education,1,83,44,1,1232,1921,1,1483,7,0,0.2957580063243892,0.38254174514201633,1006,2.7048266531236598,0,0,0.5,0,1.2953472690492245,0.044297864627526023,0.07865703931169837,0
1565,18,513,18,education,1,45,2,1,470,3183,0,1324,16,6,0.16278846147938886,0.31165720288036247,1158,4.6464232214433405,0,0,0.5,1,2.4040785498489425,0.752780899650947,0.831418757100015,1
1566,311,233,311,marketing,1,48,14,0,1051,1776,1,847,29,21,0.3347078187910125,0.4147285456831013,352,4.330061429994528,0,0,1.0,0,2.0968122786304604,0.4351194708035264,0.4803132248361616,0
1567,117,632,117,education,1,90,48,1,1275,1476,0,1333,8,3,0.2980479265007472,0.12017984445809707,1322,3.246341675805495,0,0,0.0,0,1.1072768192048013,1.0,1.0,0
1568,194,266,194,data,3,64,24,0,424,1436,2,1772,6,4,0.4243520609547621,0.3644202940172098,1327,4.235487706379436,1,1,0.5,0,0.8103837471783296,0.5334260002791649,0.49009002593543555,1
1569,452,1776,452,environnement,1,4,37,1,157,854,2,102,11,0,0.025482936429019,0.0,308,2.8086967141598618,0,1,0.5,0,8.372549019607844,1.0,1.0,1
1570,294,872,294,agriculture,3,1,16,1,614,2598,2,335,22,15,0.14706112558473416,0.0990554624034775,1176,3.3960466435272414,1,1,0.0,0,7.755223880597015,0.40484758565712403,0.45245198814043797,1
1571,383,1253,383,environnement,2,32,10,1,1923,3669,2,1118,8,4,0.24009011344252895,0.06350012938038735,1414,4.418310552200169,0,1,1.0,0,3.28175313059034,0.567070378435749,0.5435087633551207,1
1572,175,1610,175,sante,2,1,43,0,1989,3945,0,410,11,3,0.003742428349045035,0.0,887,3.47389248293044,1,1,0.5,1,9.621951219512194,0.32244576163865274,0.43578565660076596,1
1573,466,1923,466,environnement,2,11,45,0,1511,4073,1,432,14,6,0.7320889064470656,0.7597479670853589,307,1.9044677926687792,0,1,0.5,0,9.42824074074074,0.39232898936896055,0.42115265794879686,0
1574,358,906,358,environnement,1,13,35,0,1759,1863,1,312,21,4,0.06621531961013594,0.32353735556217283,897,3.8082895814178572,1,1,0.5,1,5.971153846153846,0.5208377125050792,0.40073326045871477,1
1575,258,105,258,education,2,50,37,1,431,2095,0,1348,27,15,0.6517344750032,0.8532035582632843,730,3.0608638052177835,0,1,1.0,0,1.554154302670623,0.4582170877097551,0.5332766505211406,1
1576,290,1223,290,data,1,56,45,0,411,1394,2,429,3,0,0.07667985321843773,0.036412148584069486,277,3.455170816544282,0,0,1.0,0,3.2494172494172493,1.0,0.9500625955807706,1
1577,312,1894,312,sante,3,32,39,0,833,2194,0,285,47,33,0.798169969707828,0.5564808890085279,441,3.019521849751831,0,1,0.5,0,7.698245614035088,0.3220534781231605,0.28977838940042044,1
1578,81,717,81,environnement,1,83,18,1,906,3556,2,1026,0,0,0.5076247488886996,0.40592258011062743,80,3.6360404251371943,0,1,0.5,1,3.46588693957115,0.3167068841319739,0.29183780804927084,1
1579,126,205,126,marketing,1,76,60,0,1785,4026,0,568,42,10,0.7016621021644194,0.7408800004264874,1348,4.514274300315121,1,1,1.0,1,7.088028169014085,0.3892240143638269,0.46275314878892687,0
1580,344,1430,344,marketing,1,52,51,1,1256,2191,2,886,13,8,0.8865228941920439,0.7945421532071443,114,2.2367729299739745,1,1,1.0,0,2.4729119638826185,0.4203278342383931,0.5282264213723495,1
1581,221,1242,221,education,1,59,5,1,1414,3348,2,756,16,6,0.07855699743496525,0.0,779,2.7417858629450125,0,1,0.5,0,4.428571428571429,0.3276611046160002,0.3117123739333084,1
1582,392,307,392,agriculture,3,48,14,0,1070,3850,2,62,42,23,0.50789002239129,0.6369490607368762,285,2.6481919846243667,1,1,0.5,1,62.096774193548384,0.11128016532902202,0.0895961267667857,1
1583,263,8,263,agriculture,3,41,0,0,1495,3243,1,1727,26,16,0.9793461191526043,0.9320228468647996,86,4.231091647213017,1,1,1.0,0,1.8778228141285467,0.14904698246307352,0.0,1
1584,33,1041,33,education,1,66,56,0,1148,1378,1,163,45,3,0.9646602316007996,0.9717185147363283,1358,3.6316855705240756,0,0,1.0,1,8.45398773006135,0.2958450671415569,0.22486241447658928,1
1585,333,298,333,agriculture,2,39,35,0,533,2967,2,322,37,8,0.42401467586369257,0.47872404645759825,778,3.014593605717566,0,1,0.5,1,9.214285714285714,0.12243891806039495,0.02776237813455107,0
1586,305,371,305,marketing,3,55,7,1,281,396,1,80,1,0,0.23517248584891792,0.0,940,3.5675883224098834,0,0,0.0,0,4.95,0.2540924286975296,0.2852117872119437,0
1587,183,618,183,data,3,63,2,1,1506,2191,1,684,6,3,0.6773820256769805,0.7144774590414487,233,3.4292258465463217,0,0,1.0,0,3.203216374269006,0.08828461271574366,0.07757776503438525,1
1588,396,938,396,environnement,2,54,51,1,1600,4392,1,1023,39,0,0.6174644435816974,0.7189803627995939,456,4.002290888839366,0,0,1.0,1,4.293255131964809,0.08773945987944447,0.0,1
1589,176,1637,176,data,3,31,59,1,1136,2460,0,517,18,8,0.7733667567747976,0.6291846237067197,1019,4.222554182388405,0,0,0.0,0,4.758220502901354,0.5059291038072888,0.5211994335349094,1
1590,58,861,58,education,3,70,47,1,337,1407,0,536,47,8,0.3910225482037011,0.5227453349922746,309,3.4813494192447565,1,1,0.5,0,2.625,0.32534999715689417,0.3185844230166333,0
1591,61,1673,61,environnement,2,70,17,1,534,785,2,1605,13,9,0.47482363696294716,0.5523611555775592,706,3.095637429943322,0,0,0.5,1,0.48909657320872274,0.46826093236353084,0.21421864113243844,0
1592,451,1210,451,environnement,1,27,55,1,974,2136,0,84,45,26,0.1285622054646306,0.30706958225459347,1431,3.6642606459444487,0,1,1.0,1,25.428571428571427,0.6069236248139527,0.7177156776832782,1
1593,189,786,189,agriculture,2,51,57,0,165,3067,1,1463,11,2,0.8689920093192223,0.8600608133696893,887,2.324427596371293,0,1,1.0,1,2.096377306903623,0.1713785800983277,0.27246765239945175,1
1594,208,1020,208,environnement,2,65,55,1,1638,3918,1,1416,29,18,0.6862128800361617,0.9468153660535421,1340,3.0272753712147455,1,1,0.5,1,2.766949152542373,0.010608382918872561,0.0,0
1595,153,283,153,environnement,1,39,3,1,433,1692,0,456,17,5,0.43818867131701145,0.44722409725726336,662,3.8512309313825726,0,0,1.0,0,3.710526315789474,0.0020292872738288392,0.03728903723531349,1
1596,369,1952,369,education,2,87,1,0,876,1579,2,932,45,35,0.4431693597938603,0.6505849965065257,674,3.578257143157517,0,0,1.0,0,1.694206008583691,0.019209842656685377,0.0,1
1597,303,604,303,education,2,63,27,1,1222,3647,2,1701,33,26,0.7915725888150836,0.7934840935956924,140,3.133164141017144,0,0,0.0,1,2.1440329218106995,0.31291455467215407,0.15246973536010064,0
1598,450,1801,450,agriculture,1,10,19,0,1016,1581,0,766,18,0,0.763828362452521,0.997607524882793,159,3.6038614349076514,0,1,0.0,0,2.063968668407311,0.054493233191134555,0.27086561903723605,0
1599,448,1291,448,environnement,1,87,55,1,1148,2286,2,1645,4,1,0.8348527125302225,0.7007520427444491,958,3.6589001408153843,1,1,0.5,1,1.3896656534954408,0.479024393495118,0.5540009153294034,0
1600,495,589,495,agriculture,2,37,45,0,1859,3417,1,1674,27,10,0.13890390764923166,0.16660173879386078,904,3.312865359034102,0,1,0.0,1,2.0412186379928317,0.9097125761614426,1.0,1
1601,165,974,165,data,2,47,32,1,299,1862,2,1995,13,0,0.4000881656528953,0.2497228449548334,1373,3.6907891402618036,0,1,0.0,1,0.9333333333333333,0.14721183680971792,0.11875739239415974,0
1602,292,243,292,agriculture,2,78,53,0,954,1526,2,1532,32,25,0.23550925782124787,0.028763997413285614,783,3.3863199860659936,0,1,0.0,1,0.9960835509138382,0.5031942863952222,0.6157919615956121,1
1603,174,1232,174,sante,1,16,46,1,722,773,1,1261,41,25,0.9939142121730469,0.9268184911228263,1192,2.681514073516901,0,1,1.0,0,0.6130055511498811,0.9057825985821595,0.7687597368495824,1
1604,353,130,353,agriculture,3,45,27,1,256,615,1,161,19,6,0.38314887235958706,0.42391195008955795,1237,2.457867268196024,1,1,1.0,1,3.8198757763975157,0.21047942296093558,0.18593071452590362,1
1605,375,1279,375,environnement,3,80,24,1,1361,3242,1,1963,24,6,0.40745066111712835,0.3764115368694681,698,3.7319983252066917,0,0,0.5,0,1.651553744268976,0.34077038810725724,0.41475164385381696,1
1606,126,396,126,marketing,1,76,60,0,1785,4026,1,886,45,19,0.4405783001781288,0.483163389147617,650,3.924999726639379,0,0,0.0,0,4.544018058690745,0.40356523987837994,0.34088452251047,1
1607,430,258,430,sante,2,71,58,0,637,2869,0,1114,43,8,0.4107528699673414,0.38910911450173624,704,3.111854378993048,1,1,0.0,1,2.5754039497307,0.9352822190975297,1.0,1
1608,146,445,146,environnement,1,44,17,0,1126,2735,2,503,8,5,0.5447802378206386,0.46596728873628873,297,4.526250599413367,0,1,0.5,1,5.437375745526839,0.5596711712210352,0.5900464187242067,0
1609,492,179,492,environnement,2,45,26,0,1289,3562,1,936,49,21,0.26812728831412236,0.27858069517328593,43,3.966507107606474,1,1,0.5,1,3.8055555555555554,0.2123842376880425,0.2333459759819985,1
1610,426,1778,426,agriculture,3,74,8,1,1960,3696,0,589,36,18,0.3455120119496342,0.4245893930444231,817,4.445805433840689,0,1,0.0,1,6.2750424448217315,0.24596964629706958,0.17396295288893188,0
1611,10,1872,10,education,1,47,41,1,1633,2714,1,879,15,9,0.6089396733379924,0.6143527656221598,499,3.663202897434816,1,1,0.5,1,3.087599544937429,0.5153126712458925,0.55575030370111,1
1612,200,1850,200,environnement,1,56,58,0,566,2856,0,1371,43,1,0.05817756717299272,0.08035815589201359,524,2.8191371616137095,0,1,0.5,1,2.0831509846827134,0.3824925288700896,0.5757471237288454,0
1613,195,1437,195,environnement,1,48,9,1,1492,2708,1,541,38,8,0.3368605127273786,0.436172083231752,1020,4.371503467658853,0,0,0.5,0,5.00554528650647,0.5797600495912646,0.5972886901111248,1
1614,412,461,412,agriculture,1,51,54,0,1973,4886,0,578,48,35,0.9732256748088347,1.0,1007,3.7508138074371473,0,1,0.0,1,8.453287197231834,1.0,1.0,1
1615,363,1518,363,agriculture,1,32,51,1,140,920,2,1299,17,4,0.43062167791485795,0.4747582115050065,1335,4.094478199915001,0,0,0.0,0,0.7082371054657429,0.3077569672676756,0.37810920325301695,0
1616,26,1518,26,marketing,1,6,2,0,1272,1946,2,1299,17,4,0.43062167791485795,0.4747582115050065,1335,4.094478199915001,0,1,1.0,0,1.4980754426481908,0.3808309900200809,0.2663895227238741,0
1617,421,474,421,environnement,3,86,23,0,1057,3874,0,1667,18,0,0.8349543741598756,0.7112297876462368,492,3.145692724475981,1,1,0.5,0,2.3239352129574087,0.8436506455298458,0.8303930946283842,1
1618,110,1672,110,sante,3,5,7,0,510,2550,1,494,17,13,0.6380980781198765,0.6152913160357494,1183,3.987350886281171,1,1,1.0,0,5.161943319838056,0.0765873715439285,0.060285053640294156,1
1619,185,1994,185,data,1,38,21,1,1277,4204,1,296,6,0,0.3622728068539839,0.40762740329178165,951,3.697199117096883,0,1,0.5,1,14.202702702702704,0.24426632484098967,0.031775359282842336,0
1620,86,756,86,sante,3,76,19,1,753,1442,1,1499,48,9,0.46596694726376187,0.5103964975687136,1009,2.7247439768018347,0,1,0.5,1,0.961974649766511,0.1688914682256233,0.24778870743162174,0
1621,79,1177,79,marketing,3,38,6,0,451,3101,0,1150,37,14,0.42539678998191177,0.41084225362862864,1242,4.368857166841756,0,0,0.5,1,2.696521739130435,0.4068479166871541,0.31366555310320365,1
1622,264,1744,264,environnement,3,75,36,1,1730,3658,1,1628,2,1,0.2904547181451199,0.5283630479595801,347,2.9730749368307157,0,1,0.5,0,2.246928746928747,0.40151833244631574,0.46948164469256354,0
1623,43,525,43,sante,1,38,5,1,689,989,2,435,47,5,0.8961019365370388,0.7677150696082519,1327,5.0,0,0,0.0,0,2.2735632183908048,0.5624207361241687,0.4866179914564589,1
1624,41,1978,41,education,3,64,29,0,820,3037,0,1776,33,22,0.4687387309924248,0.4651294619434147,590,2.809128065711233,0,0,1.0,1,1.7100225225225225,0.04767446428971453,0.25188577818904245,0
1625,393,607,393,data,2,89,53,1,1603,2939,0,120,47,8,0.37336477998095274,0.2497235689283249,875,3.28872167550557,1,1,1.0,1,24.491666666666667,0.28054107327177397,0.25268539065505735,1
1626,172,1936,172,education,2,57,34,1,1880,2210,0,396,43,10,0.6431743633897312,0.4955410818594047,503,2.487282900904664,0,0,1.0,0,5.58080808080808,0.8391835105623764,1.0,1
